state_name,state_code,county_name,county_code,year,value
OHIO,39,HENRY,69,2012,8033000
IOWA,19,BENTON,11,2012,25615000
MISSOURI,29,CLAY,47,2007,1164000
COLORADO,8,YUMA,125,2008,40685000
WISCONSIN,55,MARATHON,73,2012,7560000
NORTH CAROLINA,37,CURRITUCK,53,2017,1664000
WISCONSIN,55,IOWA,49,2007,9670000
KENTUCKY,21,ALLEN,3,2019,1376000
MISSOURI,29,JACKSON,95,2002,1775000
NEW MEXICO,35,CURRY,9,2001,2697000
VIRGINIA,51,VIRGINIA BEACH CITY,810,2004,1104000
KENTUCKY,21,CALLOWAY,35,2018,4881000
TENNESSEE,47,LINCOLN,103,2000,1140000
OHIO,39,BROWN,15,2000,3976600
SOUTH DAKOTA,46,GRANT,51,2006,6364000
WISCONSIN,55,WASHINGTON,131,2015,3965000
NEBRASKA,31,WEBSTER,181,2014,10725000
PENNSYLVANIA,42,CENTRE,27,2018,3535000
INDIANA,18,DELAWARE,35,2018,12800000
MINNESOTA,27,MARTIN,91,2001,23897500
IOWA,19,JOHNSON,103,2016,20013000
NORTH DAKOTA,38,TRAILL,97,2019,14306000
WEST VIRGINIA,54,JEFFERSON,37,2015,1676000
LOUISIANA,22,TENSAS,107,2009,8113000
IOWA,19,SHELBY,165,2016,38068000
ILLINOIS,17,EDGAR,45,2014,34513000
INDIANA,18,BARTHOLOMEW,5,2007,10429700
IOWA,19,CLAY,41,2017,29272000
NORTH CAROLINA,37,BERTIE,15,2018,1294000
OKLAHOMA,40,TEXAS,139,2006,11620000
KANSAS,20,WASHINGTON,201,2011,6795000
OHIO,39,DARKE,37,2013,22762000
TEXAS,48,MILAM,331,2004,4171000
OHIO,39,ADAMS,1,2016,2020000
IOWA,19,MAHASKA,123,2014,25640000
SOUTH DAKOTA,46,FAULK,49,2013,13517000
MISSISSIPPI,28,TUNICA,143,2019,1840000
MINNESOTA,27,MORRISON,97,2011,9930000
WISCONSIN,55,DODGE,27,2010,22090000
NEW YORK,36,YATES,123,2013,1842000
ILLINOIS,17,HANCOCK,67,2002,24304000
NEBRASKA,31,CLAY,35,2014,34092000
TENNESSEE,47,COFFEE,31,2015,2790000
NORTH CAROLINA,37,WAYNE,191,2015,1505000
INDIANA,18,DAVIESS,27,2005,15171000
INDIANA,18,HAMILTON,57,2006,8636700
INDIANA,18,CLINTON,23,2009,21130000
MISSOURI,29,GRUNDY,79,2001,2610000
TEXAS,48,UVALDE,463,2009,1984000
KANSAS,20,HARVEY,79,2002,2712000
SOUTH DAKOTA,46,HUTCHINSON,67,2000,16317000
SOUTH DAKOTA,46,CLAY,27,2016,14552000
ILLINOIS,17,EFFINGHAM,49,2006,11803000
KENTUCKY,21,SHELBY,211,2017,2831000
NORTH DAKOTA,38,MCLEAN,55,2012,6013000
MISSOURI,29,DUNKLIN,69,2019,5127000
IOWA,19,BOONE,15,2016,34514000
MICHIGAN,26,IONIA,67,2012,10677000
IOWA,19,SCOTT,163,2015,21064000
IOWA,19,WRIGHT,197,2007,35809000
NEBRASKA,31,MORRILL,123,2012,10358100
IOWA,19,SAC,161,2019,37175000
MICHIGAN,26,ST JOSEPH,149,2010,11850000
IOWA,19,FLOYD,67,2019,27983000
MISSOURI,29,JOHNSON,101,2001,3305000
ILLINOIS,17,ADAMS,1,2014,32242000
NORTH CAROLINA,37,DUPLIN,61,2014,4895000
KENTUCKY,21,LIVINGSTON,139,2001,1177600
CALIFORNIA,6,GLENN,21,2010,1910000
WISCONSIN,55,RACINE,101,2004,4570000
WISCONSIN,55,RACINE,101,2017,5495000
NEBRASKA,31,PLATTE,141,2006,31382700
NORTH DAKOTA,38,BURLEIGH,15,2014,4415000
INDIANA,18,HENRY,65,2006,11080600
IOWA,19,DES MOINES,57,2000,10436000
ILLINOIS,17,KANE,89,2017,12579000
KANSAS,20,DOUGLAS,45,2001,2571000
NEBRASKA,31,RED WILLOW,145,2000,6169800
IOWA,19,SCOTT,163,2000,16021000
MINNESOTA,27,CARVER,19,2005,10037700
MISSOURI,29,FRANKLIN,71,2015,2647000
NEW YORK,36,SENECA,99,2019,3560000
OHIO,39,ROSS,141,2006,6677200
ILLINOIS,17,MCLEAN,113,2003,57985200
KENTUCKY,21,GRAVES,83,2014,10893000
INDIANA,18,MADISON,95,2014,18300000
IOWA,19,DES MOINES,57,2003,11150000
OHIO,39,DELAWARE,41,2005,5407000
UTAH,49,BOX ELDER,3,2007,1032100
INDIANA,18,BOONE,11,2004,19427400
MICHIGAN,26,KALAMAZOO,77,2005,6360000
MARYLAND,24,QUEEN ANNES,35,2015,7200000
NORTH CAROLINA,37,CAMDEN,29,2009,2866600
MINNESOTA,27,SHERBURNE,141,2012,4397000
OKLAHOMA,40,KAY,71,2004,1100000
MICHIGAN,26,CASS,27,2002,6900000
ILLINOIS,17,MORGAN,137,2009,29471200
NEW YORK,36,GENESEE,37,2001,2232000
TENNESSEE,47,TIPTON,167,2016,5180000
NORTH DAKOTA,38,STUTSMAN,93,2011,13485000
PENNSYLVANIA,42,UNION,119,2011,1790000
NEBRASKA,31,FURNAS,65,2007,12082100
LOUISIANA,22,EAST CARROLL,35,2018,6930000
NORTH CAROLINA,37,PITT,147,2019,2549000
PENNSYLVANIA,42,PERRY,99,2006,1700000
PENNSYLVANIA,42,WESTMORELAND,129,2010,1692000
MISSOURI,29,ANDREW,3,2013,7540000
TEXAS,48,FANNIN,147,2005,1619000
TEXAS,48,GUADALUPE,187,2017,1914000
MICHIGAN,26,GRATIOT,57,2012,15122000
ILLINOIS,17,MCDONOUGH,109,2016,31766000
MICHIGAN,26,ARENAC,11,2019,2000000
NEBRASKA,31,HOWARD,93,2016,18614000
COLORADO,8,CHEYENNE,17,2011,5709000
INDIANA,18,POSEY,129,2002,9316500
INDIANA,18,PUTNAM,133,2010,11129000
IOWA,19,PAGE,145,2019,21471000
MISSISSIPPI,28,PANOLA,107,2015,1155000
MICHIGAN,26,KENT,81,2015,5800000
KANSAS,20,GREELEY,71,2003,1245000
INDIANA,18,UNION,161,2009,6430000
NEBRASKA,31,KIMBALL,105,2013,2515400
ILLINOIS,17,ALEXANDER,3,2010,1571000
INDIANA,18,MORGAN,109,2016,6890000
PENNSYLVANIA,42,CENTRE,27,2015,3795000
SOUTH DAKOTA,46,YANKTON,135,2001,8280000
ILLINOIS,17,ADAMS,1,2001,20322400
MINNESOTA,27,CHISAGO,25,2015,4224000
KANSAS,20,RICE,159,2002,2791000
OHIO,39,PICKAWAY,129,2014,16749000
NEBRASKA,31,NUCKOLLS,129,2007,13123600
NEW YORK,36,ORLEANS,73,2003,2683300
MARYLAND,24,WICOMICO,45,2005,2981700
OKLAHOMA,40,MCCURTAIN,89,2007,1440000
MISSOURI,29,FRANKLIN,71,2008,2627000
IOWA,19,HARDIN,83,2013,29326000
INDIANA,18,ST. JOSEPH,141,2018,11000000
NEW YORK,36,JEFFERSON,45,2003,1188900
IOWA,19,KOSSUTH,109,2018,53238000
PENNSYLVANIA,42,MIFFLIN,87,2004,2206000
OHIO,39,HIGHLAND,71,2009,6090000
ILLINOIS,17,WINNEBAGO,201,2014,15668000
INDIANA,18,KOSCIUSKO,85,2002,11001700
MISSOURI,29,GRUNDY,79,2012,1815000
IOWA,19,SIOUX,167,2009,45580000
ILLINOIS,17,KANE,89,2007,17651400
TENNESSEE,47,CROCKETT,33,2011,2043000
ARKANSAS,5,WHITE,145,2013,1445000
TEXAS,48,MCLENNAN,309,2017,6030000
WISCONSIN,55,WAUPACA,135,2014,6640000
MISSISSIPPI,28,BOLIVAR,11,2016,10022000
GEORGIA,13,RANDOLPH,243,2011,1486000
MINNESOTA,27,POPE,121,2003,12586000
INDIANA,18,FULTON,49,2005,14124900
MISSOURI,29,FRANKLIN,71,2000,1998000
WISCONSIN,55,MANITOWOC,71,2000,4781000
MISSOURI,29,STODDARD,207,2010,11680000
NORTH DAKOTA,38,FOSTER,31,2019,8835000
MISSOURI,29,DUNKLIN,69,2007,5332000
MICHIGAN,26,VAN BUREN,159,2010,6645000
TENNESSEE,47,FRANKLIN,51,2010,2970000
WISCONSIN,55,SHEBOYGAN,117,2010,4780000
KENTUCKY,21,BUTLER,31,2009,2479000
IOWA,19,HARDIN,83,2010,34380000
MISSISSIPPI,28,LEE,81,2007,1213000
TENNESSEE,47,FAYETTE,47,2012,2760000
MICHIGAN,26,MECOSTA,107,2010,2555000
KENTUCKY,21,MARSHALL,157,2001,1199700
NORTH CAROLINA,37,GREENE,79,2014,1073000
NORTH CAROLINA,37,YADKIN,197,2019,1893000
IOWA,19,WAPELLO,179,2008,7800000
TEXAS,48,PARMER,369,2003,4600000
PENNSYLVANIA,42,ARMSTRONG,5,2016,1860000
ARKANSAS,5,DREW,43,2019,2470000
MINNESOTA,27,NOBLES,105,2007,32970000
OHIO,39,WILLIAMS,171,2002,4190200
MINNESOTA,27,KANDIYOHI,67,2001,17379800
ILLINOIS,17,CHRISTIAN,21,2002,26104200
ARKANSAS,5,CRAIGHEAD,31,2007,3680000
SOUTH DAKOTA,46,DOUGLAS,43,2011,9777000
KANSAS,20,WASHINGTON,201,2008,4493000
NEW YORK,36,TOMPKINS,109,2008,1212500
MINNESOTA,27,NOBLES,105,2016,37572000
KANSAS,20,MEADE,119,2015,15648700
MISSOURI,29,MONROE,137,2016,10446000
TENNESSEE,47,ROBERTSON,147,2017,5950000
CALIFORNIA,6,SACRAMENTO,67,2011,3392000
NEBRASKA,31,MADISON,119,2008,18402900
INDIANA,18,SCOTT,143,2016,1450000
IOWA,19,WOODBURY,193,2016,42773000
NORTH DAKOTA,38,GRIGGS,39,2009,2160000
NEW JERSEY,34,SALEM,33,2003,1960800
IOWA,19,DUBUQUE,61,2000,17838000
IOWA,19,RINGGOLD,159,2009,7151000
ILLINOIS,17,ALEXANDER,3,2003,1822800
KANSAS,20,COFFEY,31,2012,1113000
NEBRASKA,31,PERKINS,135,2016,30818000
TEXAS,48,BURLESON,51,2007,1985000
OHIO,39,GREENE,57,2017,11350000
NEBRASKA,31,STANTON,167,2002,6933000
PENNSYLVANIA,42,TIOGA,117,2017,1048000
PENNSYLVANIA,42,YORK,133,2002,5555000
IOWA,19,UNION,175,2018,8364000
INDIANA,18,CARROLL,15,2018,17600000
IOWA,19,LUCAS,117,2006,3293000
TEXAS,48,BOWIE,37,2007,1001000
MINNESOTA,27,KANDIYOHI,67,2014,22343000
WISCONSIN,55,KENOSHA,59,2004,3770000
NEBRASKA,31,DAWSON,47,2015,40174000
KANSAS,20,HARVEY,79,2009,6450000
MINNESOTA,27,HOUSTON,55,2015,9360000
NEBRASKA,31,SHERMAN,163,2014,10581000
MISSISSIPPI,28,TALLAHATCHIE,135,2018,4760000
INDIANA,18,VIGO,167,2011,6555000
MISSOURI,29,SCOTT,201,2006,10192000
CALIFORNIA,6,SAN JOAQUIN,77,2008,10500000
IOWA,19,CASS,29,2012,16419000
NEBRASKA,31,BURT,21,2018,23579000
IOWA,19,LOUISA,115,2018,15481000
SOUTH DAKOTA,46,EDMUNDS,45,2012,16113000
ILLINOIS,17,GRUNDY,63,2009,18691400
TEXAS,48,HILL,217,2011,1241000
INDIANA,18,SCOTT,143,2013,2500000
INDIANA,18,VERMILLION,165,2006,4513000
NEBRASKA,31,STANTON,167,2000,8778000
NEBRASKA,31,MADISON,119,2002,13435700
INDIANA,18,JAY,75,2011,9950000
KANSAS,20,MORTON,129,2005,3984000
VIRGINIA,51,ESSEX,57,2008,2041000
NORTH CAROLINA,37,ONSLOW,133,2005,1030000
OHIO,39,MUSKINGUM,119,2017,2800000
MISSISSIPPI,28,MADISON,89,2010,1518000
NORTH CAROLINA,37,PAMLICO,137,2014,2464000
MINNESOTA,27,NICOLLET,103,2014,17448000
KENTUCKY,21,UNION,225,2009,12705000
NEW YORK,36,MADISON,53,2008,2295200
NEBRASKA,31,POLK,143,2000,14947400
NEBRASKA,31,GREELEY,77,2006,9861500
PENNSYLVANIA,42,YORK,133,2005,10704000
VIRGINIA,51,AUGUSTA,15,2007,1995000
IOWA,19,MITCHELL,131,2008,25200000
KANSAS,20,SHERMAN,181,2014,14882000
KANSAS,20,WILSON,205,2011,1330000
ILLINOIS,17,BROWN,9,2010,5137000
NEBRASKA,31,CUMING,39,2000,15891000
NEBRASKA,31,PIERCE,139,2001,17187000
ILLINOIS,17,PUTNAM,155,2002,5031500
INDIANA,18,CLARK,19,2007,2589100
MINNESOTA,27,YELLOW MEDICINE,173,2006,27783600
OHIO,39,CHAMPAIGN,21,2009,16000000
MARYLAND,24,CAROLINE,11,2015,5250000
WISCONSIN,55,JACKSON,53,2010,6525000
NORTH DAKOTA,38,RANSOM,73,2004,8838000
GEORGIA,13,JEFFERSON,163,2004,1278000
SOUTH DAKOTA,46,LAKE,79,2017,21500000
NEBRASKA,31,SIOUX,165,2019,2394000
IOWA,19,JOHNSON,103,2004,18770000
ILLINOIS,17,HENRY,73,2011,44134000
IOWA,19,LOUISA,115,2004,13700000
MISSOURI,29,DAVIESS,61,2017,5211000
OHIO,39,BUTLER,17,2000,4503000
IOWA,19,FRANKLIN,69,2009,33989000
WISCONSIN,55,OUTAGAMIE,87,2000,8080000
OHIO,39,DELAWARE,41,2015,5750000
KANSAS,20,ATCHISON,5,2013,8549000
IOWA,19,FRANKLIN,69,2013,34493000
OHIO,39,PAULDING,125,2000,7563400
KANSAS,20,WOODSON,207,2008,1372000
SOUTH DAKOTA,46,ROBERTS,109,2001,8885000
TEXAS,48,HANSFORD,195,2003,5365000
ILLINOIS,17,DE KALB,37,2011,44300000
NEBRASKA,31,BOONE,11,2012,21471000
MINNESOTA,27,OLMSTED,109,2011,21190000
ILLINOIS,17,JACKSON,77,2017,4052000
OHIO,39,HURON,77,2008,8010000
NORTH DAKOTA,38,EDDY,27,2015,2394000
NORTH CAROLINA,37,UNION,179,2003,2100000
MISSISSIPPI,28,HINDS,49,2004,1293200
TEXAS,48,LAMB,279,2005,5255000
WISCONSIN,55,WAUPACA,135,2011,5510000
KENTUCKY,21,MCCRACKEN,145,2013,2495000
MINNESOTA,27,TRAVERSE,155,2008,16000000
LOUISIANA,22,CADDO,17,2016,2428000
NEW YORK,36,SENECA,99,2007,3294600
SOUTH DAKOTA,46,ZIEBACH,137,2014,1187000
NEW YORK,36,GENESEE,37,2016,3570000
MISSOURI,29,MERCER,129,2006,2205000
NEBRASKA,31,PERKINS,135,2015,29662000
ILLINOIS,17,SANGAMON,167,2004,43353600
ILLINOIS,17,CLAY,25,2007,10578000
ILLINOIS,17,BOND,5,2015,11178000
MISSOURI,29,LIVINGSTON,117,2005,2597000
MISSOURI,29,PIKE,163,2006,6019000
SOUTH DAKOTA,46,TURNER,125,2010,19675000
MISSOURI,29,ST CHARLES,183,2018,6297000
MINNESOTA,27,MILLE LACS,95,2015,3308000
TEXAS,48,MILAM,331,2016,2543000
SOUTH CAROLINA,45,CLARENDON,27,2006,4134700
IOWA,19,VAN BUREN,177,2004,7630000
KANSAS,20,GRAY,69,2014,14269000
OHIO,39,RICHLAND,139,2008,3370000
NEBRASKA,31,KEITH,101,2012,13510000
WISCONSIN,55,SHAWANO,115,2019,5768000
IOWA,19,BREMER,17,2005,22390000
KANSAS,20,SEWARD,175,2010,12610000
NORTH DAKOTA,38,LA MOURE,45,2016,32536000
SOUTH DAKOTA,46,HUGHES,65,2007,2266000
KENTUCKY,21,NELSON,179,2008,1220000
MINNESOTA,27,BIG STONE,11,2002,10336800
INDIANA,18,SCOTT,143,2007,2623800
NEBRASKA,31,CUMING,39,2001,20939100
INDIANA,18,LAWRENCE,93,2008,2179000
OHIO,39,ASHTABULA,7,2009,2940000
OHIO,39,BUTLER,17,2012,1831000
IOWA,19,POLK,153,2007,17509000
INDIANA,18,WARRICK,173,2001,5835100
WISCONSIN,55,BURNETT,13,2015,1214000
KENTUCKY,21,GRAVES,83,2006,7543500
NEBRASKA,31,FRONTIER,63,2009,13934000
PENNSYLVANIA,42,CHESTER,29,2003,4002200
NEW YORK,36,WAYNE,117,2011,4017000
NEBRASKA,31,WHEELER,183,2006,4965200
INDIANA,18,FAYETTE,41,2005,5373900
OHIO,39,FULTON,51,2008,10680000
KENTUCKY,21,CHRISTIAN,47,2010,10956000
SOUTH CAROLINA,45,HAMPTON,49,2004,1085600
IOWA,19,POLK,153,2005,16250000
NEBRASKA,31,PERKINS,135,2000,21573000
MISSISSIPPI,28,TATE,137,2007,1012000
MISSOURI,29,JOHNSON,101,2014,7492000
NEW YORK,36,WAYNE,117,2007,3378800
KANSAS,20,COFFEY,31,2004,2801000
GEORGIA,13,JEFFERSON,163,2015,1613000
WISCONSIN,55,WASHBURN,129,2018,1489000
NEBRASKA,31,WEBSTER,181,2004,8529000
TEXAS,48,MCLENNAN,309,2011,1155400
IOWA,19,SHELBY,165,2014,33213000
KANSAS,20,NEMAHA,131,2001,6708000
ILLINOIS,17,WAYNE,191,2011,12677000
WISCONSIN,55,BROWN,9,2001,3462000
MINNESOTA,27,CHIPPEWA,23,2018,25742000
SOUTH DAKOTA,46,LYMAN,85,2007,2650000
INDIANA,18,BLACKFORD,9,2011,4615000
IOWA,19,LINN,113,2006,23976000
IOWA,19,KOSSUTH,109,2017,63323000
MISSOURI,29,SCOTT,201,2004,12091000
MISSOURI,29,PUTNAM,171,2005,1298700
ILLINOIS,17,KANKAKEE,91,2017,35709000
PENNSYLVANIA,42,LANCASTER,71,2004,16165300
NORTH DAKOTA,38,EMMONS,29,2003,1600000
LOUISIANA,22,MADISON,65,2017,8200000
INDIANA,18,SPENCER,147,2013,10897000
ILLINOIS,17,WILLIAMSON,199,2001,1959200
PENNSYLVANIA,42,CHESTER,29,2012,4918000
NORTH DAKOTA,38,BENSON,5,2014,5411000
ILLINOIS,17,LIVINGSTON,105,2015,55205000
MICHIGAN,26,BERRIEN,21,2011,6600000
ILLINOIS,17,CHAMPAIGN,19,2015,53210000
OHIO,39,LUCAS,95,2018,3950000
MICHIGAN,26,OTTAWA,139,2018,4170000
ILLINOIS,17,LOGAN,107,2017,38830000
NEW YORK,36,STEUBEN,101,2007,2202600
TEXAS,48,HUTCHINSON,233,2002,2210000
TENNESSEE,47,HENRY,79,2008,2895000
MINNESOTA,27,RENVILLE,129,2004,41787200
ILLINOIS,17,STARK,175,2011,17871000
TEXAS,48,LAMAR,277,2009,1245000
SOUTH DAKOTA,46,HUTCHINSON,67,2002,8444000
WISCONSIN,55,WAUPACA,135,2013,7132000
MICHIGAN,26,SANILAC,151,2000,10210000
MISSOURI,29,HENRY,83,2016,3280000
KENTUCKY,21,CHRISTIAN,47,2001,10685600
SOUTH DAKOTA,46,GREGORY,53,2008,4399800
MICHIGAN,26,MIDLAND,111,2003,3030000
NORTH DAKOTA,38,CASS,17,2008,38944000
MICHIGAN,26,MUSKEGON,121,2015,1430000
IOWA,19,KOSSUTH,109,2002,48000000
MISSOURI,29,SCOTLAND,199,2005,2975000
IOWA,19,SIOUX,167,2006,38191000
KENTUCKY,21,HICKMAN,105,2015,7546000
WISCONSIN,55,BARRON,5,2009,7640000
MICHIGAN,26,MECOSTA,107,2018,2310000
KANSAS,20,CRAWFORD,37,2011,1410000
IOWA,19,BUCHANAN,19,2009,31118000
MINNESOTA,27,WADENA,159,2010,2381000
GEORGIA,13,TERRELL,273,2007,2016000
PENNSYLVANIA,42,SNYDER,109,2005,1511300
KENTUCKY,21,SHELBY,211,2000,1988000
ILLINOIS,17,HANCOCK,67,2014,38332000
WISCONSIN,55,ROCK,105,2012,14850000
PENNSYLVANIA,42,PERRY,99,2005,2034900
INDIANA,18,MONTGOMERY,107,2002,17849500
ILLINOIS,17,DE WITT,39,2010,17885000
MINNESOTA,27,BENTON,9,2016,8702000
OHIO,39,ASHLAND,5,2002,1811600
VIRGINIA,51,AUGUSTA,15,2005,1380000
KENTUCKY,21,TODD,219,2011,5861000
WISCONSIN,55,BARRON,5,2019,9856000
INDIANA,18,LAKE,89,2012,10000000
LOUISIANA,22,MADISON,65,2006,6110000
MICHIGAN,26,IONIA,67,2014,11300000
ILLINOIS,17,KNOX,95,2006,26224800
KANSAS,20,STAFFORD,185,2007,8519000
TEXAS,48,GUADALUPE,187,2018,1270000
CALIFORNIA,6,YOLO,113,2001,3250000
TEXAS,48,MEDINA,325,2005,3082000
TEXAS,48,MOORE,341,2003,12570000
TEXAS,48,DEAF SMITH,117,2016,6668000
IOWA,19,CERRO GORDO,33,2018,29562000
KENTUCKY,21,WEBSTER,233,2018,6445000
TEXAS,48,WILLIAMSON,491,2009,4040000
MINNESOTA,27,RENVILLE,129,2017,53320000
TEXAS,48,FALLS,145,2012,4158400
WASHINGTON,53,FRANKLIN,21,2005,2637000
LOUISIANA,22,NATCHITOCHES,69,2016,1827000
COLORADO,8,KIT CARSON,63,2008,16765000
INDIANA,18,DECATUR,31,2015,13950000
NORTH DAKOTA,38,WELLS,103,2018,11471000
MINNESOTA,27,STEELE,147,2015,21847000
NEBRASKA,31,ADAMS,1,2010,31297000
MISSOURI,29,KNOX,103,2002,3180000
ILLINOIS,17,WOODFORD,203,2013,25597000
WISCONSIN,55,WINNEBAGO,139,2007,5500000
NORTH DAKOTA,38,FOSTER,31,2007,5009000
PENNSYLVANIA,42,MERCER,85,2007,3930000
IOWA,19,CLAYTON,43,2016,30217000
SOUTH CAROLINA,45,DILLON,33,2014,1755000
MISSOURI,29,BATES,13,2003,3203000
TEXAS,48,BURLESON,51,2010,1758000
MISSISSIPPI,28,SUNFLOWER,133,2003,3987500
KANSAS,20,MARSHALL,117,2006,4719500
WEST VIRGINIA,54,JEFFERSON,37,2002,1262000
COLORADO,8,KIT CARSON,63,2002,10820000
SOUTH CAROLINA,45,ALLENDALE,5,2005,1317600
WISCONSIN,55,WALWORTH,127,2019,13437000
NEBRASKA,31,POLK,143,2006,18847600
MISSISSIPPI,28,ISSAQUENA,55,2011,3600000
IOWA,19,CRAWFORD,47,2018,42322000
NORTH CAROLINA,37,ANSON,7,2011,1022000
INDIANA,18,WARREN,171,2015,15900000
IOWA,19,DUBUQUE,61,2001,17133000
SOUTH CAROLINA,45,DILLON,33,2018,2625000
OHIO,39,AUGLAIZE,11,2018,13755000
TENNESSEE,47,WARREN,177,2016,1330000
IOWA,19,DELAWARE,55,2010,32790000
KENTUCKY,21,FULTON,75,2017,4326000
KANSAS,20,HARVEY,79,2014,7705000
OHIO,39,PUTNAM,137,2002,5746300
TENNESSEE,47,ROBERTSON,147,2001,3800000
KANSAS,20,SCOTT,171,2015,5745000
TEXAS,48,MOORE,341,2013,9988000
OHIO,39,BUTLER,17,2017,4200000
NEBRASKA,31,PHELPS,137,2011,29854000
INDIANA,18,LAWRENCE,93,2017,2950000
IOWA,19,IDA,93,2016,28474000
NORTH DAKOTA,38,TRAILL,97,2003,9100000
KANSAS,20,WASHINGTON,201,2014,7198000
ILLINOIS,17,GALLATIN,59,2008,10475400
NEBRASKA,31,SAUNDERS,155,2010,26330000
NORTH DAKOTA,38,GRAND FORKS,35,2017,16518000
NEBRASKA,31,CHASE,29,2012,29423000
ILLINOIS,17,DE WITT,39,2001,15705200
MISSISSIPPI,28,SHARKEY,125,2005,2740500
PENNSYLVANIA,42,BERKS,11,2012,5439000
ILLINOIS,17,SCOTT,171,2006,8967900
MISSISSIPPI,28,MADISON,89,2009,1413000
INDIANA,18,GRANT,53,2009,12620000
MISSISSIPPI,28,HUMPHREYS,53,2016,5736000
MISSOURI,29,GRUNDY,79,2008,2772000
MICHIGAN,26,ARENAC,11,2009,2250000
NEBRASKA,31,PERKINS,135,2012,22007000
TENNESSEE,47,LAUDERDALE,97,2014,3990000
IOWA,19,CLAYTON,43,2006,21144000
IOWA,19,AUDUBON,9,2006,18658000
KANSAS,20,CHEROKEE,21,2011,1650000
ILLINOIS,17,CLINTON,27,2006,10483200
CALIFORNIA,6,SACRAMENTO,67,2019,1350000
GEORGIA,13,SUMTER,261,2012,1838000
NORTH CAROLINA,37,ROBESON,155,2010,5284000
MINNESOTA,27,OTTER TAIL,111,2007,15697500
NEBRASKA,31,DODGE,53,2019,27367000
PENNSYLVANIA,42,LEHIGH,77,2015,3975000
INDIANA,18,WARRICK,173,2008,5333000
WISCONSIN,55,ST CROIX,109,2013,6223000
INDIANA,18,WHITLEY,183,2001,8105000
NORTH CAROLINA,37,BEAUFORT,13,2014,5241000
TEXAS,48,LAMB,279,2003,3200000
OHIO,39,PUTNAM,137,2005,11325700
ILLINOIS,17,MONTGOMERY,135,2013,30449000
INDIANA,18,WASHINGTON,175,2010,5563000
WISCONSIN,55,BARRON,5,2008,7620000
MISSOURI,29,FRANKLIN,71,2010,2319000
MICHIGAN,26,LAPEER,87,2007,4050000
SOUTH DAKOTA,46,SPINK,115,2011,32557000
ILLINOIS,17,FAYETTE,51,2017,18221000
IOWA,19,WINNESHIEK,191,2016,32870000
CALIFORNIA,6,SUTTER,101,2012,2450000
TEXAS,48,LAMAR,277,2013,1625000
MINNESOTA,27,TRAVERSE,155,2012,25104000
TENNESSEE,47,ROBERTSON,147,2004,4930000
ILLINOIS,17,MARSHALL,123,2009,19264000
KANSAS,20,GRAY,69,2006,10241300
OHIO,39,HIGHLAND,71,2011,5840000
KANSAS,20,SCOTT,171,2017,12422000
MICHIGAN,26,OCEANA,127,2010,2105000
VIRGINIA,51,ROCKINGHAM,165,2016,1893000
SOUTH DAKOTA,46,TODD,121,2013,1382000
MINNESOTA,27,LINCOLN,81,2006,14420500
OHIO,39,COSHOCTON,31,2019,3450000
NEBRASKA,31,FRANKLIN,61,2011,14791000
NEBRASKA,31,PERKINS,135,2001,24397800
OHIO,39,LORAIN,93,2009,3910000
IOWA,19,FRANKLIN,69,2003,28500000
WISCONSIN,55,OCONTO,83,2002,3807000
KENTUCKY,21,CRITTENDEN,55,2017,2335000
KANSAS,20,DONIPHAN,43,2004,12853000
MINNESOTA,27,FARIBAULT,43,2002,33745000
ILLINOIS,17,KENDALL,93,2012,9267000
NEBRASKA,31,LANCASTER,109,2000,12479500
MISSOURI,29,PLATTE,165,2002,3652000
KENTUCKY,21,MEADE,163,2009,2366000
PENNSYLVANIA,42,BLAIR,13,2017,2388000
NORTH DAKOTA,38,LOGAN,47,2010,1992000
ILLINOIS,17,MARSHALL,123,2016,21796000
WISCONSIN,55,WAUPACA,135,2018,6522000
KANSAS,20,WALLACE,199,2012,5210000
MICHIGAN,26,INGHAM,65,2006,6910000
SOUTH DAKOTA,46,POTTER,107,2011,7690000
KANSAS,20,NEMAHA,131,2007,10107000
OHIO,39,HOLMES,75,2012,1844000
IOWA,19,KOSSUTH,109,2012,52760000
MICHIGAN,26,BAY,17,2000,5630000
MISSOURI,29,BUCHANAN,21,2003,3923000
NEBRASKA,31,WAYNE,179,2016,25030000
ILLINOIS,17,LEE,103,2006,46379600
NORTH DAKOTA,38,EDDY,27,2010,1253000
SOUTH DAKOTA,46,SULLY,119,2010,9725000
ILLINOIS,17,KANKAKEE,91,2001,24881000
MISSOURI,29,CAPE GIRARDEAU,31,2013,5146000
NORTH DAKOTA,38,GRAND FORKS,35,2013,13610000
ILLINOIS,17,GRUNDY,63,2019,13811000
SOUTH DAKOTA,46,MINNEHAHA,99,2012,20009000
MINNESOTA,27,PIPESTONE,117,2008,15650000
MINNESOTA,27,CLAY,27,2003,4305600
SOUTH DAKOTA,46,FAULK,49,2012,14880000
IOWA,19,GREENE,73,2008,28300000
KENTUCKY,21,MASON,161,2015,1227000
ILLINOIS,17,KANKAKEE,91,2018,31797000
WISCONSIN,55,DUNN,33,2006,6920000
NEW JERSEY,34,BURLINGTON,5,2004,1060800
OHIO,39,STARK,151,2010,3660000
NEBRASKA,31,ROCK,149,2007,4463100
TEXAS,48,MEDINA,325,2017,3630000
ILLINOIS,17,WILLIAMSON,199,2015,2655000
